time_min;T_hanger;T_cable
0,0;20,0;20,0
0,08333333333333333;20,0;20,0
0,16666666666666666;20,311725509233106;20,097444740787896
0,25;20,848595318370936;20,264929639177687
0,3333333333333333;21,56653292623609;20,48867538271069
0,4166666666666667;22,43800966591139;20,760194743631885
0,5;23,44379375982693;21,073643189736636
0,5833333333333334;24,569463912454065;21,424700410987427
0,6666666666666666;25,80366755174454;21,81001238708611
0,75;27,13714744938344;22,22688017741889
0,8333333333333334;28,562151949898738;22,67307177317481
0,9166666666666666;30,072055048143465;23,146701196703727
1,0;31,661099571641557;23,64614700527798
1,0833333333333333;33,32421668532232;24,169995196127843
1,1666666666666667;35,05689488617369;24,716997915584138
1,25;36,85508230461494;25,286042792072983
1,3333333333333333;38,715112135093314;25,87612963809565
1,4166666666666667;40,63364456473267;26,486352402270352
1,5;42,60762074637699;27,115884949397614
1,5833333333333333;44,63422574512643;27,763969688667476
1,6666666666666667;46,71085829159005;28,429908359003033
1,75;48,835105781620555;29,113054474188516
1,8333333333333333;51,00472337854626;29,81280706324376
1,9166666666666667;53,21761636541291;30,528605434466332
2,0;55,47182510261823;31,25992475782666
2,0833333333333335;57,76551209700098;32,00627230842142
2,1666666666666665;60,09695079929891;32,76718424901401
2,25;62,46451582955124;33,542222856031735
2,3333333333333335;64,86667439242494;34,33097411327859
2,4166666666666665;67,3019786920923;35,13304561281305
2,5;69,76905919305045;35,94806471416619
2,5833333333333335;72,26661860191426;36,77567692221538
2,6666666666666665;74,79342646772818;37,6155444512176
2,75;77,34831431618981;38,467344948209615
2,8333333333333335;79,93017124743653;39,33077035354118
2,9166666666666665;82,53793993852304;40,20552587997965
3,0;85,17061300101845;41,09132909480205
3,0833333333333335;87,82722965173944;41,98790909172122
3,1666666666666665;90,50687266086402;42,895005741488625
3,25;93,20866554681429;43,81236901166443
3,3333333333333335;95,93176999156712;44,739758347414565
3,4166666666666665;98,67538345361781;45,6769421063365
3,5;101,43873695881436;46,62369704127358
3,5833333333333335;104,22109305180403;47,57980782588481
3,6666666666666665;107,02174389297288;48,545066618419845
3,75;109,8400094875797;49,519272659729296
3,8333333333333335;112,67523603534343;50,50223190203518
3,9166666666666665;115,52679439007967;51,49375666541025
4,0;118,39407862013586;52,49366531927903
4,083333333333333;121,27650466137253;53,50178198656712
4,166666666666667;124,17350905530598;54,51793626839711
4,25;127,08454776578469;55,5419629874649
4,333333333333333;130,00909506823447;56,573701948435264
4,416666666666667;132,94664250608966;57,61299771387451
4,5;135,8966979095407;58,65969939439464
4,583333333333333;138,8587844721827;59,713660451820914
4,666666666666667;141,83243988155127;60,77473851431552
4,75;144,81721549989152;61,84279520249676
4,833333333333333;147,81267559182393;62,91769596568728
4,916666666666667;150,81839659585825;63,99930992750853
5,0;153,83396643696176;65,08750974011254
5,083333333333333;156,85898387761983;66,18217144640823
5,166666666666667;159,89305790503354;67,28317434969823
5,25;162,93580715228754;68,39040089019453
5,333333333333333;165,98685935149086;69,50373652792864
5,416666666666667;169,04585081704755;70,62306963161369
5,5;172,11242595735388;71,74829137305407
5,583333333333333;175,18623681334662;72,87929562673209
5,666666666666667;178,26694262244243;74,01597887423183
5,75;181,35420940651514;75,15824011318837
5,833333333333333;184,4477095826541;76,30598077047503
5,916666666666667;187,54712159553577;77,45910461936477
6,0;190,65212957032168;78,6175177004216
6,083333333333333;193,76242298507103;79,78112824589736
6,166666666666667;196,87769636172402;80,9498466074255
6,25;199,9976489747751;82,12358518681957
6,333333333333333;203,1219845768131;83,30225836979791
6,416666666666667;206,25041114015838;84,485782462469
6,5;209,38264061387582;85,6740756304237
